language,reference,russian_source_lexeme,russian_ipa,target_ipa,change,total_units_per_word,changes_per_word,type_of_change,time_of_borrowing,lemma_frequency_ipm
Botlikh,"Alekseev, Azaev 2019",отделение,j,0,change,9,2,other,Pre-Soviet,90.2
Botlikh,"Alekseev, Azaev 2019",отделение,E,0,change,9,2,final vowel deletion,Pre-Soviet,90.2
Botlikh,"Saidova, Abusov 2012",отделение,O,a,no_change,9,1,no_change,Pre-Soviet,90.2
Botlikh,"Saidova, Abusov 2012",отделение,dʲː,dː,no_change,9,1,no_change,Pre-Soviet,90.2
Botlikh,"Saidova, Abusov 2012",отделение,E,e,no_change,9,1,no_change,Pre-Soviet,90.2
Botlikh,"Saidova, Abusov 2012",отделение,lʲ,l,no_change,9,1,no_change,Pre-Soviet,90.2
Botlikh,"Saidova, Abusov 2012",отделение,e,e,no_change,9,1,no_change,Pre-Soviet,90.2
Botlikh,"Saidova, Abusov 2012",отделение,nʲ,n,no_change,9,1,no_change,Pre-Soviet,90.2
Botlikh,"Saidova, Abusov 2012",отделение,I,i,no_change,9,1,no_change,Pre-Soviet,90.2
Botlikh,"Saidova, Abusov 2012",отделение,j,j,no_change,9,1,no_change,Pre-Soviet,90.2
Botlikh,"Saidova, Abusov 2012",отделение,E,a,change,9,1,other,Pre-Soviet,90.2
Godoberi,Saidova 2006,отделение,O,a,no_change,9,1,no_change,Pre-Soviet,90.2
Godoberi,Saidova 2006,отделение,dʲː,dː,no_change,9,1,no_change,Pre-Soviet,90.2
Godoberi,Saidova 2006,отделение,E,e,no_change,9,1,no_change,Pre-Soviet,90.2
Godoberi,Saidova 2006,отделение,lʲ,l,no_change,9,1,no_change,Pre-Soviet,90.2
Godoberi,Saidova 2006,отделение,e,e,no_change,9,1,no_change,Pre-Soviet,90.2
Godoberi,Saidova 2006,отделение,nʲ,n,no_change,9,1,no_change,Pre-Soviet,90.2
Godoberi,Saidova 2006,отделение,I,i,no_change,9,1,no_change,Pre-Soviet,90.2
Godoberi,Saidova 2006,отделение,j,j,no_change,9,1,no_change,Pre-Soviet,90.2
Godoberi,Saidova 2006,отделение,E,a,change,9,1,other,Pre-Soviet,90.2
Avar,Gimbatov 2006,открытка,O,o,no_change,8,0,no_change,Soviet,18.9
Avar,Gimbatov 2006,открытка,t,t,no_change,8,0,no_change,Soviet,18.9
Avar,Gimbatov 2006,открытка,k,k,no_change,8,0,no_change,Soviet,18.9
Avar,Gimbatov 2006,открытка,r,r,no_change,8,0,no_change,Soviet,18.9
Avar,Gimbatov 2006,открытка,i,i,no_change,8,0,no_change,Soviet,18.9
Avar,Gimbatov 2006,открытка,t,t,no_change,8,0,no_change,Soviet,18.9
Avar,Gimbatov 2006,открытка,k,k,no_change,8,0,no_change,Soviet,18.9
Avar,Gimbatov 2006,открытка,A,a,no_change,8,0,no_change,Soviet,18.9
Bagvalal,Magomedova 2004,открытка,O,a,no_change,8,0,no_change,Soviet,18.9
Bagvalal,Magomedova 2004,открытка,t,t,no_change,8,0,no_change,Soviet,18.9
Bagvalal,Magomedova 2004,открытка,k,k,no_change,8,0,no_change,Soviet,18.9
Bagvalal,Magomedova 2004,открытка,r,r,no_change,8,0,no_change,Soviet,18.9
Bagvalal,Magomedova 2004,открытка,i,i,no_change,8,0,no_change,Soviet,18.9
Bagvalal,Magomedova 2004,открытка,t,t,no_change,8,0,no_change,Soviet,18.9
Bagvalal,Magomedova 2004,открытка,k,k,no_change,8,0,no_change,Soviet,18.9
Bagvalal,Magomedova 2004,открытка,A,a,no_change,8,0,no_change,Soviet,18.9
Botlikh,"Alekseev, Azaev 2019",открытка,O,a,no_change,8,0,no_change,Soviet,18.9
Botlikh,"Alekseev, Azaev 2019",открытка,t,t,no_change,8,0,no_change,Soviet,18.9
Botlikh,"Alekseev, Azaev 2019",открытка,k,k,no_change,8,0,no_change,Soviet,18.9
Botlikh,"Alekseev, Azaev 2019",открытка,r,r,no_change,8,0,no_change,Soviet,18.9
Botlikh,"Alekseev, Azaev 2019",открытка,i,i,no_change,8,0,no_change,Soviet,18.9
Botlikh,"Alekseev, Azaev 2019",открытка,t,t,no_change,8,0,no_change,Soviet,18.9
Botlikh,"Alekseev, Azaev 2019",открытка,k,k,no_change,8,0,no_change,Soviet,18.9
Botlikh,"Alekseev, Azaev 2019",открытка,A,a,no_change,8,0,no_change,Soviet,18.9
Avar,Gimbatov 2006,отличник,O,o,no_change,8,0,no_change,Soviet,5.3
Avar,Gimbatov 2006,отличник,t,t,no_change,8,0,no_change,Soviet,5.3
Avar,Gimbatov 2006,отличник,lʲ,l,no_change,8,0,no_change,Soviet,5.3
Avar,Gimbatov 2006,отличник,i,i,no_change,8,0,no_change,Soviet,5.3
Avar,Gimbatov 2006,отличник,tɕ,tʃ,no_change,8,0,no_change,Soviet,5.3
Avar,Gimbatov 2006,отличник,nʲ,n,no_change,8,0,no_change,Soviet,5.3
Avar,Gimbatov 2006,отличник,I,i,no_change,8,0,no_change,Soviet,5.3
Avar,Gimbatov 2006,отличник,k,k,no_change,8,0,no_change,Soviet,5.3
Bagvalal,Magomedova 2004,отличник,O,a,no_change,8,0,no_change,Soviet,5.3
Bagvalal,Magomedova 2004,отличник,t,t,no_change,8,0,no_change,Soviet,5.3
Bagvalal,Magomedova 2004,отличник,lʲ,l,no_change,8,0,no_change,Soviet,5.3
Bagvalal,Magomedova 2004,отличник,i,i,no_change,8,0,no_change,Soviet,5.3
Bagvalal,Magomedova 2004,отличник,tɕ,tʃ,no_change,8,0,no_change,Soviet,5.3
Bagvalal,Magomedova 2004,отличник,nʲ,n,no_change,8,0,no_change,Soviet,5.3
Bagvalal,Magomedova 2004,отличник,I,i,no_change,8,0,no_change,Soviet,5.3
Bagvalal,Magomedova 2004,отличник,k,k,no_change,8,0,no_change,Soviet,5.3
Botlikh,"Alekseev, Azaev 2019",отличник,O,a,no_change,8,1,no_change,Soviet,5.3
Botlikh,"Alekseev, Azaev 2019",отличник,t,t,no_change,8,1,no_change,Soviet,5.3
Botlikh,"Alekseev, Azaev 2019",отличник,lʲ,ɬ,change,8,1,other,Soviet,5.3
Botlikh,"Alekseev, Azaev 2019",отличник,i,i,no_change,8,1,no_change,Soviet,5.3
Botlikh,"Alekseev, Azaev 2019",отличник,tɕ,tʃ,no_change,8,1,no_change,Soviet,5.3
Botlikh,"Alekseev, Azaev 2019",отличник,nʲ,n,no_change,8,1,no_change,Soviet,5.3
Botlikh,"Alekseev, Azaev 2019",отличник,I,i,no_change,8,1,no_change,Soviet,5.3
Botlikh,"Alekseev, Azaev 2019",отличник,k,k,no_change,8,1,no_change,Soviet,5.3
Botlikh,"Saidova, Abusov 2012",отличник,O,a,no_change,8,0,no_change,Soviet,5.3
Botlikh,"Saidova, Abusov 2012",отличник,t,t,no_change,8,0,no_change,Soviet,5.3
Botlikh,"Saidova, Abusov 2012",отличник,lʲ,l,no_change,8,0,no_change,Soviet,5.3
Botlikh,"Saidova, Abusov 2012",отличник,i,i,no_change,8,0,no_change,Soviet,5.3
Botlikh,"Saidova, Abusov 2012",отличник,tɕ,tʃ,no_change,8,0,no_change,Soviet,5.3
Botlikh,"Saidova, Abusov 2012",отличник,nʲ,n,no_change,8,0,no_change,Soviet,5.3
Botlikh,"Saidova, Abusov 2012",отличник,I,i,no_change,8,0,no_change,Soviet,5.3
Botlikh,"Saidova, Abusov 2012",отличник,k,k,no_change,8,0,no_change,Soviet,5.3
Godoberi,Saidova 2006,отличник,O,a,no_change,8,0,no_change,Soviet,5.3
Godoberi,Saidova 2006,отличник,t,t,no_change,8,0,no_change,Soviet,5.3
Godoberi,Saidova 2006,отличник,lʲ,l,no_change,8,0,no_change,Soviet,5.3
Godoberi,Saidova 2006,отличник,i,i,no_change,8,0,no_change,Soviet,5.3
Godoberi,Saidova 2006,отличник,tɕ,tʃ,no_change,8,0,no_change,Soviet,5.3
Godoberi,Saidova 2006,отличник,nʲ,n,no_change,8,0,no_change,Soviet,5.3
Godoberi,Saidova 2006,отличник,I,i,no_change,8,0,no_change,Soviet,5.3
Godoberi,Saidova 2006,отличник,k,k,no_change,8,0,no_change,Soviet,5.3
Avar,Gimbatov 2006,отличница,A,o,no_change,9,0,no_change,Soviet,1.8
Avar,Gimbatov 2006,отличница,t,t,no_change,9,0,no_change,Soviet,1.8
Avar,Gimbatov 2006,отличница,lʲ,l,no_change,9,0,no_change,Soviet,1.8
Avar,Gimbatov 2006,отличница,i,i,no_change,9,0,no_change,Soviet,1.8
Avar,Gimbatov 2006,отличница,tɕ,tʃ,no_change,9,0,no_change,Soviet,1.8
Avar,Gimbatov 2006,отличница,nʲ,n,no_change,9,0,no_change,Soviet,1.8
Avar,Gimbatov 2006,отличница,I,i,no_change,9,0,no_change,Soviet,1.8
Avar,Gimbatov 2006,отличница,ts,ts,no_change,9,0,no_change,Soviet,1.8
Avar,Gimbatov 2006,отличница,A,a,no_change,9,0,no_change,Soviet,1.8
Bagvalal,Magomedova 2004,отличница,O,a,no_change,9,0,no_change,Soviet,1.8
Bagvalal,Magomedova 2004,отличница,t,t,no_change,9,0,no_change,Soviet,1.8
Bagvalal,Magomedova 2004,отличница,lʲ,l,no_change,9,0,no_change,Soviet,1.8
Bagvalal,Magomedova 2004,отличница,i,i,no_change,9,0,no_change,Soviet,1.8
Bagvalal,Magomedova 2004,отличница,tɕ,tʃ,no_change,9,0,no_change,Soviet,1.8
Bagvalal,Magomedova 2004,отличница,nʲ,n,no_change,9,0,no_change,Soviet,1.8
Bagvalal,Magomedova 2004,отличница,I,i,no_change,9,0,no_change,Soviet,1.8
Bagvalal,Magomedova 2004,отличница,ts,ts,no_change,9,0,no_change,Soviet,1.8
Bagvalal,Magomedova 2004,отличница,A,a,no_change,9,0,no_change,Soviet,1.8
Akhvakh,"Magomedova, Abdulayeva 2007",отпуск,o,u,change,7,3,other,Pre-Soviet,44.8
Akhvakh,"Magomedova, Abdulayeva 2007",отпуск,t,t,no_change,7,3,no_change,Pre-Soviet,44.8
Akhvakh,"Magomedova, Abdulayeva 2007",отпуск,p,0,change,7,3,middle consonant deletion,Pre-Soviet,44.8
Akhvakh,"Magomedova, Abdulayeva 2007",отпуск,U,u,no_change,7,3,no_change,Pre-Soviet,44.8
Akhvakh,"Magomedova, Abdulayeva 2007",отпуск,s,sː,no_change,7,3,no_change,Pre-Soviet,44.8
Akhvakh,"Magomedova, Abdulayeva 2007",отпуск,k,k,no_change,7,3,no_change,Pre-Soviet,44.8
Akhvakh,"Magomedova, Abdulayeva 2007",отпуск,0,a,change,7,3,final vowel epenthesis,Pre-Soviet,44.8
Andi,Salimov 2010,отпуск,o,o,no_change,7,1,no_change,Pre-Soviet,44.8
Andi,Salimov 2010,отпуск,t,t,no_change,7,1,no_change,Pre-Soviet,44.8
Andi,Salimov 2010,отпуск,p,p,no_change,7,1,no_change,Pre-Soviet,44.8
Andi,Salimov 2010,отпуск,U,u,no_change,7,1,no_change,Pre-Soviet,44.8
Andi,Salimov 2010,отпуск,s,s,no_change,7,1,no_change,Pre-Soviet,44.8
Andi,Salimov 2010,отпуск,k,k,no_change,7,1,no_change,Pre-Soviet,44.8
Andi,Salimov 2010,отпуск,0,a,change,7,1,final vowel epenthesis,Pre-Soviet,44.8
Avar,Gimbatov 2006,отпуск,o,o,no_change,6,0,no_change,Pre-Soviet,44.8
Avar,Gimbatov 2006,отпуск,t,t,no_change,6,0,no_change,Pre-Soviet,44.8
Avar,Gimbatov 2006,отпуск,p,p,no_change,6,0,no_change,Pre-Soviet,44.8
Avar,Gimbatov 2006,отпуск,U,u,no_change,6,0,no_change,Pre-Soviet,44.8
Avar,Gimbatov 2006,отпуск,s,s,no_change,6,0,no_change,Pre-Soviet,44.8
Avar,Gimbatov 2006,отпуск,k,k,no_change,6,0,no_change,Pre-Soviet,44.8
Karata-Tukita,"Magomedova, Khalidova 2001",отпуск,o,o,no_change,7,2,no_change,Pre-Soviet,44.8
Karata-Tukita,"Magomedova, Khalidova 2001",отпуск,t,t,no_change,7,2,no_change,Pre-Soviet,44.8
Karata-Tukita,"Magomedova, Khalidova 2001",отпуск,p,p,no_change,7,2,no_change,Pre-Soviet,44.8
Karata-Tukita,"Magomedova, Khalidova 2001",отпуск,U,u,no_change,7,2,no_change,Pre-Soviet,44.8
Karata-Tukita,"Magomedova, Khalidova 2001",отпуск,s,s,no_change,7,2,no_change,Pre-Soviet,44.8
Karata-Tukita,"Magomedova, Khalidova 2001",отпуск,k,k',change,7,2,other,Pre-Soviet,44.8
Karata-Tukita,"Magomedova, Khalidova 2001",отпуск,0,a,change,7,2,final vowel epenthesis,Pre-Soviet,44.8
Botlikh,"Alekseev, Azaev 2019",отрез,O,a,no_change,5,0,no_change,Pre-Soviet,1.3
Botlikh,"Alekseev, Azaev 2019",отрез,t,t,no_change,5,0,no_change,Pre-Soviet,1.3
Botlikh,"Alekseev, Azaev 2019",отрез,rʲ,r,no_change,5,0,no_change,Pre-Soviet,1.3
Botlikh,"Alekseev, Azaev 2019",отрез,e,e,no_change,5,0,no_change,Pre-Soviet,1.3
Botlikh,"Alekseev, Azaev 2019",отрез,Z,z,no_change,5,0,no_change,Pre-Soviet,1.3
Avar,Gimbatov 2006,отставка,O,o,no_change,7,0,no_change,Pre-Soviet,32.5
Avar,Gimbatov 2006,отставка,ts,ts,no_change,7,0,no_change,Pre-Soviet,32.5
Avar,Gimbatov 2006,отставка,t,t,no_change,7,0,no_change,Pre-Soviet,32.5
Avar,Gimbatov 2006,отставка,a,a,no_change,7,0,no_change,Pre-Soviet,32.5
Avar,Gimbatov 2006,отставка,V,w,no_change,7,0,no_change,Pre-Soviet,32.5
Avar,Gimbatov 2006,отставка,k,k,no_change,7,0,no_change,Pre-Soviet,32.5
Avar,Gimbatov 2006,отставка,A,a,no_change,7,0,no_change,Pre-Soviet,32.5
Botlikh,"Alekseev, Azaev 2019",отставка,O,a,no_change,7,0,no_change,Pre-Soviet,32.5
Botlikh,"Alekseev, Azaev 2019",отставка,ts,ts,no_change,7,0,no_change,Pre-Soviet,32.5
Botlikh,"Alekseev, Azaev 2019",отставка,t,t,no_change,7,0,no_change,Pre-Soviet,32.5
Botlikh,"Alekseev, Azaev 2019",отставка,a,a,no_change,7,0,no_change,Pre-Soviet,32.5
Botlikh,"Alekseev, Azaev 2019",отставка,V,w,no_change,7,0,no_change,Pre-Soviet,32.5
Botlikh,"Alekseev, Azaev 2019",отставка,k,k,no_change,7,0,no_change,Pre-Soviet,32.5
Botlikh,"Alekseev, Azaev 2019",отставка,A,a,no_change,7,0,no_change,Pre-Soviet,32.5
Botlikh,"Saidova, Abusov 2012",отставка,O,a,no_change,7,1,no_change,Pre-Soviet,32.5
Botlikh,"Saidova, Abusov 2012",отставка,ts,s,change,7,1,other,Pre-Soviet,32.5
Botlikh,"Saidova, Abusov 2012",отставка,t,t,no_change,7,1,no_change,Pre-Soviet,32.5
Botlikh,"Saidova, Abusov 2012",отставка,a,a,no_change,7,1,no_change,Pre-Soviet,32.5
Botlikh,"Saidova, Abusov 2012",отставка,V,w,no_change,7,1,no_change,Pre-Soviet,32.5
Botlikh,"Saidova, Abusov 2012",отставка,k,k,no_change,7,1,no_change,Pre-Soviet,32.5
Botlikh,"Saidova, Abusov 2012",отставка,A,a,no_change,7,1,no_change,Pre-Soviet,32.5
Godoberi,Saidova 2006,отставка,O,a,no_change,7,1,no_change,Pre-Soviet,32.5
Godoberi,Saidova 2006,отставка,ts,s,change,7,1,other,Pre-Soviet,32.5
Godoberi,Saidova 2006,отставка,t,t,no_change,7,1,no_change,Pre-Soviet,32.5
Godoberi,Saidova 2006,отставка,a,a,no_change,7,1,no_change,Pre-Soviet,32.5
Godoberi,Saidova 2006,отставка,V,w,no_change,7,1,no_change,Pre-Soviet,32.5
Godoberi,Saidova 2006,отставка,k,k,no_change,7,1,no_change,Pre-Soviet,32.5
Godoberi,Saidova 2006,отставка,A,a,no_change,7,1,no_change,Pre-Soviet,32.5
Bagvalal,Magomedova 2004,отчет,O,a,no_change,4,0,no_change,Pre-Soviet,48.6
Bagvalal,Magomedova 2004,отчет,tɕ,tʃ,no_change,4,0,no_change,Pre-Soviet,48.6
Bagvalal,Magomedova 2004,отчет,o,o,no_change,4,0,no_change,Pre-Soviet,48.6
Bagvalal,Magomedova 2004,отчет,t,t,no_change,4,0,no_change,Pre-Soviet,48.6
Botlikh,"Alekseev, Azaev 2019",отчет,O,a,no_change,4,0,no_change,Pre-Soviet,48.6
Botlikh,"Alekseev, Azaev 2019",отчет,tɕ,tʃː,no_change,4,0,no_change,Pre-Soviet,48.6
Botlikh,"Alekseev, Azaev 2019",отчет,o,o,no_change,4,0,no_change,Pre-Soviet,48.6
Botlikh,"Alekseev, Azaev 2019",отчет,t,t,no_change,4,0,no_change,Pre-Soviet,48.6
Tindi,Magomedova 2003,отчет,O,a,no_change,4,0,no_change,Pre-Soviet,48.6
Tindi,Magomedova 2003,отчет,tɕ,tʃ,no_change,4,0,no_change,Pre-Soviet,48.6
Tindi,Magomedova 2003,отчет,o,o,no_change,4,0,no_change,Pre-Soviet,48.6
Tindi,Magomedova 2003,отчет,t,t,no_change,4,0,no_change,Pre-Soviet,48.6
Akhvakh,"Magomedova, Abdulayeva 2007",офицер,O,a,no_change,7,2,no_change,Pre-Soviet,118.7
Akhvakh,"Magomedova, Abdulayeva 2007",офицер,fʲ,p,change,7,2,other,Pre-Soviet,118.7
Akhvakh,"Magomedova, Abdulayeva 2007",офицер,I,i,no_change,7,2,no_change,Pre-Soviet,118.7
Akhvakh,"Magomedova, Abdulayeva 2007",офицер,ts,ts,no_change,7,2,no_change,Pre-Soviet,118.7
Akhvakh,"Magomedova, Abdulayeva 2007",офицер,e,e,no_change,7,2,no_change,Pre-Soviet,118.7
Akhvakh,"Magomedova, Abdulayeva 2007",офицер,r,r,no_change,7,2,no_change,Pre-Soviet,118.7
Akhvakh,"Magomedova, Abdulayeva 2007",офицер,0,i,change,7,2,final vowel epenthesis,Pre-Soviet,118.7
Andi,Salimov 2010,офицер,O,a,no_change,6,3,no_change,Pre-Soviet,118.7
Andi,Salimov 2010,офицер,fʲ,b,change,6,3,other,Pre-Soviet,118.7
Andi,Salimov 2010,офицер,I,0,change,6,3,middle vowel deletion,Pre-Soviet,118.7
Andi,Salimov 2010,офицер,ts,s,change,6,3,other,Pre-Soviet,118.7
Andi,Salimov 2010,офицер,e,e,no_change,6,3,no_change,Pre-Soviet,118.7
Andi,Salimov 2010,офицер,r,r,no_change,6,3,no_change,Pre-Soviet,118.7
Avar,Gimbatov 2006,офицер,O,o,no_change,6,0,no_change,Pre-Soviet,118.7
Avar,Gimbatov 2006,офицер,fʲ,f,no_change,6,0,no_change,Pre-Soviet,118.7
Avar,Gimbatov 2006,офицер,I,i,no_change,6,0,no_change,Pre-Soviet,118.7
Avar,Gimbatov 2006,офицер,ts,ts,no_change,6,0,no_change,Pre-Soviet,118.7
Avar,Gimbatov 2006,офицер,e,e,no_change,6,0,no_change,Pre-Soviet,118.7
Avar,Gimbatov 2006,офицер,r,r,no_change,6,0,no_change,Pre-Soviet,118.7
Bagvalal,Magomedova 2004,офицер,O,a,no_change,6,1,no_change,Pre-Soviet,118.7
Bagvalal,Magomedova 2004,офицер,fʲ,p,change,6,1,other,Pre-Soviet,118.7
Bagvalal,Magomedova 2004,офицер,I,i,no_change,6,1,no_change,Pre-Soviet,118.7
Bagvalal,Magomedova 2004,офицер,ts,ts,no_change,6,1,no_change,Pre-Soviet,118.7
Bagvalal,Magomedova 2004,офицер,e,e,no_change,6,1,no_change,Pre-Soviet,118.7
Bagvalal,Magomedova 2004,офицер,r,r,no_change,6,1,no_change,Pre-Soviet,118.7
Botlikh,"Alekseev, Azaev 2019",офицер,O,a,no_change,6,1,no_change,Pre-Soviet,118.7
Botlikh,"Alekseev, Azaev 2019",офицер,fʲ,p,change,6,1,other,Pre-Soviet,118.7
Botlikh,"Alekseev, Azaev 2019",офицер,I,i,no_change,6,1,no_change,Pre-Soviet,118.7
Botlikh,"Alekseev, Azaev 2019",офицер,ts,ts,no_change,6,1,no_change,Pre-Soviet,118.7
Botlikh,"Alekseev, Azaev 2019",офицер,e,e,no_change,6,1,no_change,Pre-Soviet,118.7
Botlikh,"Alekseev, Azaev 2019",офицер,r,r,no_change,6,1,no_change,Pre-Soviet,118.7
Chamalal,Magomedova 1999,офицер,O,a,no_change,6,2,no_change,Pre-Soviet,118.7
Chamalal,Magomedova 1999,офицер,fʲ,b,change,6,2,other,Pre-Soviet,118.7
Chamalal,Magomedova 1999,офицер,I,i,no_change,6,2,no_change,Pre-Soviet,118.7
Chamalal,Magomedova 1999,офицер,ts,ts,no_change,6,2,no_change,Pre-Soviet,118.7
Chamalal,Magomedova 1999,офицер,e,a,change,6,2,other,Pre-Soviet,118.7
Chamalal,Magomedova 1999,офицер,r,r,no_change,6,2,no_change,Pre-Soviet,118.7
Godoberi,Saidova 2006,офицер,O,a,no_change,6,1,no_change,Pre-Soviet,118.7
Godoberi,Saidova 2006,офицер,fʲ,p,change,6,1,other,Pre-Soviet,118.7
Godoberi,Saidova 2006,офицер,I,i,no_change,6,1,no_change,Pre-Soviet,118.7
Godoberi,Saidova 2006,офицер,ts,ts,no_change,6,1,no_change,Pre-Soviet,118.7
Godoberi,Saidova 2006,офицер,e,e,no_change,6,1,no_change,Pre-Soviet,118.7
Godoberi,Saidova 2006,офицер,r,r,no_change,6,1,no_change,Pre-Soviet,118.7
Karata-Tukita,"Magomedova, Khalidova 2001",офицер,O,a,no_change,6,1,no_change,Pre-Soviet,118.7
Karata-Tukita,"Magomedova, Khalidova 2001",офицер,fʲ,p,change,6,1,other,Pre-Soviet,118.7
Karata-Tukita,"Magomedova, Khalidova 2001",офицер,I,i,no_change,6,1,no_change,Pre-Soviet,118.7
Karata-Tukita,"Magomedova, Khalidova 2001",офицер,ts,ts,no_change,6,1,no_change,Pre-Soviet,118.7
Karata-Tukita,"Magomedova, Khalidova 2001",офицер,e,e,no_change,6,1,no_change,Pre-Soviet,118.7
Karata-Tukita,"Magomedova, Khalidova 2001",офицер,r,r,no_change,6,1,no_change,Pre-Soviet,118.7
Avar,Gimbatov 2006,официант,O,o,no_change,7,0,no_change,Pre-Soviet,20.7
Avar,Gimbatov 2006,официант,fʲ,f,no_change,7,0,no_change,Pre-Soviet,20.7
Avar,Gimbatov 2006,официант,I,i,no_change,7,0,no_change,Pre-Soviet,20.7
Avar,Gimbatov 2006,официант,ts,ts,no_change,7,0,no_change,Pre-Soviet,20.7
Avar,Gimbatov 2006,официант,a,a,no_change,7,0,no_change,Pre-Soviet,20.7
Avar,Gimbatov 2006,официант,n,n,no_change,7,0,no_change,Pre-Soviet,20.7
Avar,Gimbatov 2006,официант,t,t,no_change,7,0,no_change,Pre-Soviet,20.7
Bagvalal,Magomedova 2004,официант,O,a,no_change,7,1,no_change,Pre-Soviet,20.7
Bagvalal,Magomedova 2004,официант,fʲ,p,change,7,1,other,Pre-Soviet,20.7
Bagvalal,Magomedova 2004,официант,I,i,no_change,7,1,no_change,Pre-Soviet,20.7
Bagvalal,Magomedova 2004,официант,ts,ts,no_change,7,1,no_change,Pre-Soviet,20.7
Bagvalal,Magomedova 2004,официант,a,a,no_change,7,1,no_change,Pre-Soviet,20.7
Bagvalal,Magomedova 2004,официант,n,n,no_change,7,1,no_change,Pre-Soviet,20.7
Bagvalal,Magomedova 2004,официант,t,t,no_change,7,1,no_change,Pre-Soviet,20.7
Avar,Gimbatov 2006,официантка,O,o,no_change,10,0,no_change,Soviet,10
Avar,Gimbatov 2006,официантка,fʲ,f,no_change,10,0,no_change,Soviet,10
Avar,Gimbatov 2006,официантка,I,i,no_change,10,0,no_change,Soviet,10
Avar,Gimbatov 2006,официантка,ts,ts,no_change,10,0,no_change,Soviet,10
Avar,Gimbatov 2006,официантка,I,i,no_change,10,0,no_change,Soviet,10
Avar,Gimbatov 2006,официантка,a,a,no_change,10,0,no_change,Soviet,10
Avar,Gimbatov 2006,официантка,n,n,no_change,10,0,no_change,Soviet,10
Avar,Gimbatov 2006,официантка,t,t,no_change,10,0,no_change,Soviet,10
Avar,Gimbatov 2006,официантка,k,k,no_change,10,0,no_change,Soviet,10
Avar,Gimbatov 2006,официантка,A,a,no_change,10,0,no_change,Soviet,10
Botlikh,"Alekseev, Azaev 2019",официантка,O,a,no_change,10,2,no_change,Soviet,10
Botlikh,"Alekseev, Azaev 2019",официантка,fʲ,p,change,10,2,other,Soviet,10
Botlikh,"Alekseev, Azaev 2019",официантка,I,i,no_change,10,2,no_change,Soviet,10
Botlikh,"Alekseev, Azaev 2019",официантка,ts,ts,no_change,10,2,no_change,Soviet,10
Botlikh,"Alekseev, Azaev 2019",официантка,I,i,no_change,10,2,no_change,Soviet,10
Botlikh,"Alekseev, Azaev 2019",официантка,a,a,no_change,10,2,no_change,Soviet,10
Botlikh,"Alekseev, Azaev 2019",официантка,n,n,no_change,10,2,no_change,Soviet,10
Botlikh,"Alekseev, Azaev 2019",официантка,t,0,change,10,2,middle consonant deletion,Soviet,10
Botlikh,"Alekseev, Azaev 2019",официантка,k,k,no_change,10,2,no_change,Soviet,10
Botlikh,"Alekseev, Azaev 2019",официантка,A,a,no_change,10,2,no_change,Soviet,10
Bagvalal,Magomedova 2004,охрана,O,a,no_change,6,1,no_change,Pre-Soviet,90.9
Bagvalal,Magomedova 2004,охрана,x,χ,no_change,6,1,no_change,Pre-Soviet,90.9
Bagvalal,Magomedova 2004,охрана,r,r,no_change,6,1,no_change,Pre-Soviet,90.9
Bagvalal,Magomedova 2004,охрана,a,a,no_change,6,1,no_change,Pre-Soviet,90.9
Bagvalal,Magomedova 2004,охрана,n,n,no_change,6,1,no_change,Pre-Soviet,90.9
Bagvalal,Magomedova 2004,охрана,A,0,change,6,1,final vowel deletion,Pre-Soviet,90.9
Tindi,Magomedova 2003,охрана,O,a,no_change,6,1,no_change,Pre-Soviet,90.9
Tindi,Magomedova 2003,охрана,x,χ,no_change,6,1,no_change,Pre-Soviet,90.9
Tindi,Magomedova 2003,охрана,r,r,no_change,6,1,no_change,Pre-Soviet,90.9
Tindi,Magomedova 2003,охрана,a,a,no_change,6,1,no_change,Pre-Soviet,90.9
Tindi,Magomedova 2003,охрана,n,n,no_change,6,1,no_change,Pre-Soviet,90.9
Tindi,Magomedova 2003,охрана,A,0,change,6,1,final vowel deletion,Pre-Soviet,90.9
Botlikh,"Alekseev, Azaev 2019",оцинковать,ts,tsː,no_change,4,0,no_change,Pre-Soviet,1.8
Botlikh,"Alekseev, Azaev 2019",оцинковать,i,i,no_change,4,0,no_change,Pre-Soviet,1.8
Botlikh,"Alekseev, Azaev 2019",оцинковать,n,n,no_change,4,0,no_change,Pre-Soviet,1.8
Botlikh,"Alekseev, Azaev 2019",оцинковать,k,k,no_change,4,0,no_change,Pre-Soviet,1.8
Avar,Gimbatov 2006,очередь,o,o,no_change,6,0,no_change,Pre-Soviet,212.5
Avar,Gimbatov 2006,очередь,tɕ,tʃ,no_change,6,0,no_change,Pre-Soviet,212.5
Avar,Gimbatov 2006,очередь,E,e,no_change,6,0,no_change,Pre-Soviet,212.5
Avar,Gimbatov 2006,очередь,rʲ,r,no_change,6,0,no_change,Pre-Soviet,212.5
Avar,Gimbatov 2006,очередь,E,e,no_change,6,0,no_change,Pre-Soviet,212.5
Avar,Gimbatov 2006,очередь,Dʲ,d,no_change,6,0,no_change,Pre-Soviet,212.5
Karata-Tukita,"Magomedova, Khalidova 2001",очередь,o,o,no_change,6,2,no_change,Pre-Soviet,212.5
Karata-Tukita,"Magomedova, Khalidova 2001",очередь,tɕ,tʃ,no_change,6,2,no_change,Pre-Soviet,212.5
