language;glottocode;lemma;pos;reference;meaning_ru;morph_deleted;target_ipa_morph;derived;target_ipa;russian_ipa;metathesis;problems;total_segments;match_count
Avar;avar1256;метр?;noun;Gimbatov 2006;метро;;;;m-e-t-r-'o;m?-E-t-r-'o;;;5;5
Botlikh;botl1242;метро?;noun;Alekseev, Azayev 2019;метро;;;;m-e-t-r-'o;m?-E-t-r-'o;;;5;5
Botlikh;botl1242;ме?тралъи;noun;Alekseev, Azayev 2019;метр;-a?i, ATTR;m-'e-t-r-a-?-i;;m-'e-t-r;m?-'e-t-r;;;4;4
Avar;avar1256;механиза?тор;noun;Gimbatov 2006;механизатор;;;;m-e-?-a-n-i-z-'a-t-o-r;m?-E-x-A-n?-I-z-'a-t-O-r;;;11;10
Botlikh;botl1242;механиза?тор;noun;Alekseev, Azayev 2019;механизатор;;;;m-e-?-a-n-i-z-'a-t-o-r;m?-E-x-A-n?-I-z-'a-t-O-r;;;11;10
Botlikh;botl1242;механиза?ци;noun;Alekseev, Azayev 2019;механизация;;;;m-e-?-a-n-i-z-'a-ts-i-0-0;m?-E-x-A-n?-I-z-'a-ts-I-j-A;;;12;9
Botlikh;botl1242;механизи?роват игьи?;verb;Alekseev, Azayev 2019;механизировать;ih'i, do;m-e-?-a-n-i-z-'i-r-o-w-a-t i-h-'i;;m-e-?-a-n-i-z-'i-r-o-w-a-t;m?-E-x-A-n?-I-z?-'i-r-O-v-A-t?;;;13;11
Avar;avar1256;механ?зм;noun;Gimbatov 2006;механизм;;;;m-e-?-a-n-'i-z-m;m?-E-x-A-n?-'i-z-m;;;8;7
Botlikh;botl1242;механи?зм;noun;Alekseev, Azayev 2019;механизм;;;;m-e-?-a-n-'i-z-m;m?-E-x-A-n?-'i-z-m;;;8;7
Avar;avar1256;меха?ник;noun;Gimbatov 2006;механик;;;;m-e-?-'a-n-i-k;m?-E-x-'a-n?-I-k;;;7;6
Botlikh;botl1242;меха?никI;noun;Alekseev, Azayev 2019;механик;;;;m-e-?-'a-n-i-k';m?-E-x-'a-n?-I-k;;;7;5
Botlikh;botl1242;механи?змалъи;adj;Alekseev, Azayev 2019;механизм;-a?i, ATTR;m-e-?-a-n-'i-z-m-a-?-i;1;m-e-?-a-n-'i-z-m;m?-E-x-'a-n?-I-z-m;;;8;7
Avar;avar1256;микр?б;noun;Gimbatov 2006;микроб;;;;m-i-k-r-'o-b;m?-I-k-r-'o-B;;;6;6
Botlikh;botl1242;микро?п;noun;Alekseev, Azayev 2019;микроб;;;;m-i-k-r-'o-p;m?-I-k-r-'o-B;;;6;5
Avar;avar1256;микроск?п;noun;Gimbatov 2006;микроскоп;;;;m-i-k-r-o-s-k-'o-p;m?-I-k-r-O-s-k-'o-p;;;9;9
Botlikh;botl1242;микраско?п;noun;Alekseev, Azayev 2019;микроскоп;;;;m-i-k-r-a-s-k-'o-p;m?-I-k-r-O-s-k-'o-p;;;9;8
Avar;avar1256;микроф?н;noun;Gimbatov 2006;микрофон;;;;m-i-k-r-o-f-'o-n;m?-I-k-r-O-f-'o-n;;;8;8
Botlikh;botl1242;микрафо?н;noun;Alekseev, Azayev 2019;микрофон;;;;m-i-k-r-a-f-'o-n;m?-I-k-r-O-f-'o-n;;;8;7
Botlikh;botl1242;микрапо?нилъи;adj;Alekseev, Azayev 2019;микрофон;-i?i, ATTR;m-i-k-r-a-p-'o-n-i-?-i;;m-i-k-r-a-p-'o-n;m?-I-k-r-O-f-'o-n;;;11;6
Avar;avar1256;мил?циялъула/в;noun;Gimbatov 2006;милиция;-?ulaw, CL;m-i-l-'i-ts-i-j-a-?-u-l-a-w;;m-i-l-'i-ts-i-j-a;m?-I-l?-'i-ts-I-j-A;;;8;8
Akhvakh;akhv1239;мили'ца;noun;Magomedova, Abdulayeva 2007;милиция;;;;m-i-l-'i-ts-0-0-a;m?-I-l?-'i-ts-I-j-A;;;8;6
Avar;avar1256;мил?ца;noun;Gimbatov 2006;милиция;;;;m-i-l-'i-ts-0-0-a;m?-I-l?-'i-ts-I-j-A;;;8;6
Avar;avar1256;мил?ция;noun;Gimbatov 2006;милиция;;;;m-i-l-'i-ts-i-j-a;m?-I-l?-'i-ts-I-j-A;;;8;8
Bagvalal;bagv1239;МИЛ?ИЦА;noun;Magomedova 2004;милиция;;;;m-i-l-'i-ts-0-0-a;m?-I-l?-'i-ts-I-j-A;;;8;6
Botlikh;botl1242;мили?ц;noun;Alekseev, Azayev 2019;милиция;;;;m-i-l-'i-ts-0-0-0;m?-I-l?-'i-ts-I-j-A;;;8;5
Botlikh;botl1242;мили?ци;noun;Alekseev, Azayev 2019;милиция;;;;m-i-l-'i-ts-i-0-0;m?-I-l?-'i-ts-I-j-A;;;8;6
Godoberi;ghod1238;МИЛИ?ЦИ;noun;Saidova 2006;милиция;;;;m-i-l-'i-ts-i-0-0;m?-I-l?-'i-ts-I-j-A;;;8;6
Karata-Tukita;kara1474;МИЛИ'Ц;noun;Magomedova, Khalidova 2001;милиция;;;;m-i-l-'i-ts-0-0-0;m?-I-l?-'i-ts-I-j-A;;;8;5
Karata-Tukita;kara1474;МИЛИЦА';noun;Magomedova, Khalidova 2001;милиция;;;;m-i-l-'i-ts-0-0-a;m?-I-l?-'i-ts-I-j-A;;;8;6
Andi;andi1255;милйард;noun;Salimov 2010;миллиард;;;;m-i-l-j-a-r-d;m?-I-l?-I-'a-r-D;;;7;6
Avar;avar1256;миллиа?рд;noun;Gimbatov 2006;миллиард;;;;m-i-l-i-'a-r-d;m?-I-l?-I-'a-r-D;;;7;7
Botlikh;botl1242;милиа?рд;noun;Alekseev, Azayev 2019;миллиард;;;;m-i-l-i-'a-r-d;m?-I-l?-I-'a-r-D;;;7;7
Botlikh;botl1242;миллиа?рд;noun;Saidova, Abusov 2012;миллиард;;;;m-i-l-l-i-'a-r-d;m?-I-l?-0-I-'a-r-D;;GEMINATION?;8;7
Godoberi;ghod1238;МИЛЛИАРД;noun;Saidova 2006;миллиард;;;;m-i-l-l-i-a-r-d;m?-I-l?-0-I-'a-r-D;;GEMINATION?;8;7
Karata-Tukita;kara1474;МИЛ?ЙА'Т;noun;Magomedova, Khalidova 2001;миллиард;;;;m-i-l-j-'a-0-t;m?-I-l?-I-'a-r-D;;;7;4
Andi;andi1255;милли,метра;noun;Salimov 2010;миллиметр;;;;m-i-l-l-i-m-e-t-r-a;m?-I-l?-0-I-m?-'e-t-r-0;;GEMINATION?;10;8
Avar;avar1256;миллим?тр;noun;Gimbatov 2006;миллиметр;;;;m-i-l-l-i-m-'e-t-r;m?-I-l?-l?-I-m?-'e-t-r;;;9;9
Botlikh;botl1242;мили?метра;noun;Alekseev, Azayev 2019;миллиметр;;;;m-i-l-'i-m-e-t-r-a;m?-I-l?-I-m?-'e-t-r-0;;;9;8
Akhvakh;akhv1239;мил?и?о';noun;Magomedova, Abdulayeva 2007;миллион;;;;m-i-l?-i?-'o-0;m?-I-l?-I-'o-n;;;6;4
Andi;andi1255;милйан;noun;Salimov 2010;миллион;;;;m-i-l-j-a-n;m?-I-l?-I-'o-n;;;6;4
Bagvalal;bagv1239;МИЕ?Н;noun;Magomedova 2004;миллион;;;;m-i-0-e-'o-n;m?-I-l?-I-'o-n;;;6;4
Botlikh;botl1242;милио?н;noun;Alekseev, Azayev 2019;миллион;;;;m-i-l-i-'o-n;m?-I-l?-I-'o-n;;;6;6
Botlikh;botl1242;миллио?н;noun;Saidova, Abusov 2012;миллион;;;;m-i-l-l-i-'o-n;m?-I-l?-0-I-'o-n;;GEMINATION?;7;6
Godoberi;ghod1238;МИЛЛИ?Н;noun;Saidova 2006;миллион;;;;m-i-l-l-i-'o-n;m?-I-l?-0-I-'o-n;;GEMINATION?;7;6
Avar;avar1256;милли?нер;noun;Gimbatov 2006;миллионер;;;;m-i-l-i-'o-n-e-r;m?-I-l?-I-O-n?-'e-r;;;8;8
Botlikh;botl1242;милионе?р;noun;Alekseev, Azayev 2019;миллионер;;;;m-i-l-i-o-n-'e-r;m?-I-l?-I-O-n?-'e-r;;;8;8
Avar;avar1256;м?на;noun;Gimbatov 2006;мина;;;;m-'i-n-a;m?-'i-n-A;;;4;4
Botlikh;botl1242;ми?на;noun;Alekseev, Azayev 2019;мина;;;;m-'i-n-a;m?-'i-n-A;;;4;4
Avar;avar1256;минист?рств/о;noun;Gimbatov 2006;министерство;;;;m-i-n-i-s-t-'e-r-s-t-w-o;m?-I-n?-I-s-t?-'e-r-s-t-v-O;;;12;11
Botlikh;botl1242;министе?рство;noun;Alekseev, Azayev 2019;министерство;;;;m-i-n-i-s-t-'e-r-s-t-w-o;m?-I-n?-I-s-t?-'e-r-s-t-v-O;;;12;11
Avar;avar1256;мин?стр;noun;Gimbatov 2006;министр;;;;m-i-n-'i-s-t-r;m?-I-n?-'i-s-t-r;;;7;7
Bagvalal;bagv1239;МИН?ИСТИР;noun;Magomedova 2004;министр;;;;m-i-n-'i-s-t-i-r;m?-I-n?-'i-s-t-0-r;;;8;7
Botlikh;botl1242;мини?стир;noun;Alekseev, Azayev 2019;министр;;;;m-i-n-'i-s-t-i-r;m?-I-n?-'i-s-t-0-r;;;8;7
Botlikh;botl1242;мини?стер;noun;Saidova, Abusov 2012;министр;;;;m-i-n-'i-s-t-e-r;m?-I-n?-'i-s-t-0-r;;;8;7
Godoberi;ghod1238;МИНИ?СТИР;noun;Saidova 2006;министр;;;;m-i-n-'i-s-t-i-r;m?-I-n?-'i-s-t-0-r;;;8;7
Akhvakh;akhv1239;мину'ти;noun;Magomedova, Abdulayeva 2007;минута;;;;m-i-n-'u-t-i;m?-I-n-'u-t-A;;;6;5
Andi;andi1255;минути;noun;Salimov 2010;минута;;;;m-i-n-u-t-i;m?-I-n-'u-t-A;;;6;5
Avar;avar1256;мин?т;noun;Gimbatov 2006;минута;;;;m-i-n-'u-t-0;m?-I-n-'u-t-A;;;6;5
Bagvalal;bagv1239;МИН?Т;noun;Magomedova 2004;минута;;;;m-i-n-'o-t-0;m?-I-n-'u-t-A;;;6;4
Bagvalal;bagv1239;МИН?УТ;noun;Magomedova 2004;минута;;;;m-i-n-'u-t-0;m?-I-n-'u-t-A;;;6;5
Botlikh;botl1242;мину?т;noun;Alekseev, Azayev 2019;минута;;;;m-i-n-'u-t-0;m?-I-n-'u-t-A;;;6;5
Godoberi;ghod1238;МИНУ?Т/И;noun;Saidova 2006;минута;;;;m-i-n-'u-t-i;m?-I-n-'u-t-A;;;6;5
Karata-Tukita;kara1474;МИНУ'Т;noun;Magomedova, Khalidova 2001;минута;;;;m-i-n-'u-t-0;m?-I-n-'u-t-A;;;6;5
Botlikh;botl1242;мину?талъи;adj;Alekseev, Azayev 2019;минута;-?i, ATTR;m-i-n-'u-t-a-?-i;1;m-i-n-'u-t-a;m?-I-n-'u-t-A;;;6;6
Avar;avar1256;м?тинг;noun;Gimbatov 2006;митинг;;;;m-'i-t-i-n-g;m?-'i-t?-I-n-G;;;6;6
Botlikh;botl1242;ми?тинг;noun;Alekseev, Azayev 2019;митинг;;;;m-'i-t-i-n-?;m?-'i-t?-I-n-G;;;6;5
Avar;avar1256;м?да;noun;Gimbatov 2006;мода;;;;m-'o-d-a;m-'o-d-A;;;4;4
Botlikh;botl1242;мо?да;noun;Alekseev, Azayev 2019;мода;;;;m-'o-d-a;m-'o-d-A;;;4;4
Avar;avar1256;молда?вана/в;noun;Gimbatov 2006;молдаван;-aw, CL;m-o-l-d-'a-w-a-n-a-w;;m-o-l-d-'a-w-a-n;m-O-l-d-'a-v-A-n;;;8;7
Botlikh;botl1242;малдава?нал;noun;Saidova, Abusov 2012;молдаван;-al, PL;m-a-l-d-a-w-'a-n-a-l;1;m-a-l-d-a-w-'a-n;m-O-l-d-A-v-'a-n;;;8;6
Godoberi;ghod1238;МАЛДАВ?НА/Л;noun;Saidova 2006;молдаван;-al, PL;m-a-l-d-a-w-'a-n-a-l;1;m-a-l-d-a-w-'a-n;m-O-l-d-A-v-'a-n;;;8;6
Botlikh;botl1242;малдава?нав;noun;Saidova, Abusov 2012;молдаван;-aw, CL;m-a-l-d-a-w-'a-n-a-w;;m-a-l-d-a-w-'a-n;m-O-l-d-A-v-'a-n;;;8;6
Godoberi;ghod1238;МАЛДАВ?НА/В;noun;Saidova 2006;молдаван;-aw, CL;m-a-l-d-a-w-'a-n-a-w;;m-a-l-d-a-w-'a-n;m-O-l-d-A-v-'a-n;;;8;6
Botlikh;botl1242;малдава?най;noun;Saidova, Abusov 2012;молдаван;-aj, CL;m-a-l-d-a-w-'a-n-a-j;1;m-a-l-d-a-w-'a-n;m-O-l-d-A-v-'a-n;;;8;6
Godoberi;ghod1238;МАЛДАВ?НА/Й;noun;Saidova 2006;молдаван;-aj, CL;m-a-l-d-a-w-'a-n-a-j;1;m-a-l-d-a-w-'a-n;m-O-l-d-A-v-'a-n;;;8;6
Avar;avar1256;монг?ла/в;noun;Gimbatov 2006;монгол;-aw, CL;m-o-n-g-'o-l-a-w;;m-o-n-g-'o-l;m-O-n-g-'o-l;;;6;6
Bagvalal;bagv1239;МА?Г?ЛАДУВ;noun;Magomedova 2004;монгол;-aduw, CL;m-a?-?-'o-l-a-d-u-w;;m-a?-0-?-'o-l;m-O-n-g-'o-l;;;5;3
Botlikh;botl1242;манго?лав;noun;Saidova, Abusov 2012;монгол;-aw, CL;m-a-n-?-'o-l-a-w;;m-a-n-?-'o-l;m-O-n-g-'o-l;;;6;4
Godoberi;ghod1238;МАНГ?ЛА/В;noun;Saidova 2006;монгол;-aw, CL;m-a-n-?-'o-l-a-w;;m-a-n-?-'o-l;m-O-n-g-'o-l;;;6;4
Tindi;tind1238;МА?Г?ЛАВУ;;Magomedova 2003;монгол;-awu, CL;m-?-g-'o-l-a-w-u;;m-?-0-g-'o-l;m-O-n-g-'o-l;;;6;4
Bagvalal;bagv1239;МА?Г?ЛАДУЙ;noun;Magomedova 2004;монгол;-aduj, CL;m-a?-?-'o-l-a-d-u-j;1;m-a?-0-?-'o-l;m-O-n-g-'o-l;;;5;3
Botlikh;botl1242;манго?лай;noun;Alekseev, Azayev 2019;монгол;-aj, CL;m-a-n-?-'o-l-a-j;1;m-a-n-?-'o-l;m-O-n-g-'o-l;;;6;4
Godoberi;ghod1238;МАНГ?ЛА/Й;noun;Saidova 2006;монгол;-aj, CL;m-a-n-?-'o-l-a-j;1;m-a-n-?-'o-l;m-O-n-g-'o-l;;;6;4
Tindi;tind1238;МА?Г?ЛАВУЙ;;Magomedova 2003;монгол;-awuj, CL;m-?-g-'o-l-a-w-u-j;1;m-?-0-g-'o-l;m-O-n-g-'o-l;;;6;4
Bagvalal;bagv1239;МА?Г?ЛАД/И;noun;Magomedova 2004;монгол;-adi, PL;m-a?-?-'o-l-a-d-i;1;m-a?-0-?-'o-l;m-O-n-g-'o-l;;;5;3
Botlikh;botl1242;манго?лал;noun;Alekseev, Azayev 2019;монгол;-al, PL;m-a-n-?-'o-l-a-l;1;m-a-n-?-'o-l;m-O-n-g-'o-l;;;6;4
Godoberi;ghod1238;МАНГ?ЛА/Л;noun;Saidova 2006;монгол;-al, PL;m-a-n-?-'o-l-a-l;1;m-a-n-?-'o-l;m-O-n-g-'o-l;;;6;4
Tindi;tind1238;МА?Г?Л/?/ЙИ;;Magomedova 2003;монгол;-a:ji, PL;m-?-g-'o-l-a:-j-i;1;m-?-0-g-'o-l;m-O-n-g-'o-l;;;6;4
Botlikh;botl1242;манго?лалуб;noun;Alekseev, Azayev 2019;монгол;-alub, ADJZ;m-a-n-?-'o-l-a-l-u-b;1;m-a-n-?-'o-l;m-O-n-g-'o-l;;;6;4
Andi;andi1255;монпасси;noun;Salimov 2010;монпасье;;;;m-o-n-p-a-s?-i-0;m-O-n-p-A-s?-j-'e;;;8;6
Botlikh;botl1242;мампаси?р;noun;Alekseev, Azayev 2019;монпасье;;;;m-a-m-p-a-s-'i-r;m-O-n-p-A-s?-j-'e;;;8;4
Botlikh;botl1242;мантёр;noun;Alekseev, Azayev 2019;монтер;;;;m-a-n-t?-o-r;m-O-n-t?-'o-r;;;6;5
Avar;avar1256;монтёр;noun;Gimbatov 2006;монтёр;;;;m-o-n-t-o-r;m-O-n-t?-'o-r;;;6;6
Botlikh;botl1242;мо?рг;noun;Alekseev, Azayev 2019;морг;;;;m-'o-r-?;m-'o-r-G;;;4;3
Avar;avar1256;мор?жено/е;noun;Gimbatov 2006;мороженое;;;;m-o-r-'o-?-e-n-o-j-e;m-O-r-'o-?-E-n-O-j-E;;;10;9
Botlikh;botl1242;маро?жа;noun;Alekseev, Azayev 2019;мороженое;;;;m-a-r-'o-?-a-0-0-0-0;m-O-r-'o-?-E-n-O-j-E;;;10;3
Botlikh;botl1242;маро?жени;noun;Alekseev, Azayev 2019;мороженое;;;;m-a-r-'o-?-e-n-i-0-0;m-O-r-'o-?-E-n-O-j-E;;;10;5
Botlikh;botl1242;мо?рпи;noun;Alekseev, Azayev 2019;морфий;;;;m-'o-r-p-i-0;m-'o-r-f?-I-j;;;6;4
Avar;avar1256;мот?р;noun;Gimbatov 2006;мотор;;;;m-o-t-'o-r;m-O-t-'o-r;;;5;5
Botlikh;botl1242;мато?р;noun;Alekseev, Azayev 2019;мотор;;;;m-a-t-'o-r;m-O-t-'o-r;;;5;4
Godoberi;ghod1238;МАТ?Р;noun;Saidova 2006;мотор;;;;m-a-t-'o-r;m-O-t-'o-r;;;5;4
Avar;avar1256;мот?рист;noun;Gimbatov 2006;моторист;;;;m-o-t-o-r-'i-s-t;m-O-t-O-r?-'i-s-t;;;8;8
Botlikh;botl1242;матори?ст;noun;Alekseev, Azayev 2019;моторист;;;;m-a-t-o-r-'i-s-t;m-O-t-O-r?-'i-s-t;;;8;7
Avar;avar1256;мотоц?кл;noun;Gimbatov 2006;мотоцикл;;;;m-o-t-o-ts-'i-k-l;m-O-t-O-ts-'i-k-l;;;8;8
Bagvalal;bagv1239;МАТАЦ?ИК;noun;Magomedova 2004;мотоцикл;;;;m-a-t-a-ts-'i-k-0;m-O-t-O-ts-'i-k-l;;;8;5
Botlikh;botl1242;матаци?ки;noun;Alekseev, Azayev 2019;мотоцикл;;;;m-a-t-a-ts-'i-k-0-i;m-O-t-O-ts-'i-k-l-0;;;9;5
Botlikh;botl1242;матаци?к;noun;Saidova, Abusov 2012;мотоцикл;;;;m-a-t-a-ts-'i-k-0;m-O-t-O-ts-'i-k-l;;;8;5
Godoberi;ghod1238;МАТАЦИ?КИ;noun;Saidova 2006;мотоцикл;;;;m-a-t-a-ts-'i-k?-0-i;m-O-t-O-ts-'i-k-l-0;;;9;5
Botlikh;botl1242;мача?лка;noun;Alekseev, Azayev 2019;мочалка;;;;m-a-t?-'a-l-k-a;m-O-t?-'a-l-k-A;;;7;6
Avar;avar1256;марма?р;noun;Gimbatov 2006;мрамор;;;;m-a-r-m-'a-r;m-r-'a-m-O-r;1;;6;3
Bagvalal;bagv1239;МАРВ?Н–ГЬИ?ЦIА;noun;Magomedova 2004;мрамор;hi?ts'a, stone;m-a-r-w-'a-n-h-i?-ts'-a;;m-a-r-w-'a-n;m-r-'a-m-O-r;1;;6;1
Botlikh;botl1242;мара?мор;noun;Alekseev, Azayev 2019;мрамор;;;;m-a-r-'a-m-o-r;m-0-r-'a-m-A-r;;;7;5
Botlikh;botl1242;марма?р;noun;Saidova, Abusov 2012;мрамор;;;;m-a-r-m-'a-r;m-r-'a-m-O-r;1;;6;3
Godoberi;ghod1238;МАРМ?Р;noun;Saidova 2006;мрамор;;;;m-a-r-m-'a-r;m-r-'a-m-O-r;1;;6;3
Andi;andi1255;мужик?и;noun;Salimov 2010;мужик;;;;m-u-?-i-k'-i;m-U-?-'i-k-0;;;6;3
Avar;avar1256;муж?къ;noun;Gimbatov 2006;мужик;;;;m-u-?-u-q';m-U-?-'i-k;;;5;2
Botlikh;botl1242;мужи?кI;noun;Alekseev, Azayev 2019;мужик;;;;m-u-?-'i-k';m-U-?-'i-k;;;5;3
Botlikh;botl1242;мужи?кIццу;adj;Alekseev, Azayev 2019;мужик;-ts?u, APPR;m-u-?-'i-k'-ts?-u;;m-u-?-'i-k';m-U-?-'i-k;;;5;3
Avar;avar1256;муз?/й;noun;Gimbatov 2006;музей;;;;m-u-z-'e-j;m-U-z?-'e-j;;;5;5
Botlikh;botl1242;музе?й;noun;Alekseev, Azayev 2019;музей;;;;m-u-z-'e-j;m-U-z?-'e-j;;;5;5
Avar;avar1256;музы*ка;noun;Gimbatov 2006;музыка;;;;m-'u-z-i-k-a;m-'u-z-I-k-A;;;6;6
Botlikh;botl1242;му?зика;noun;Alekseev, Azayev 2019;музыка;;;;m-'u-z-i-k-a;m-'u-z-I-k-A;;;6;6
Botlikh;botl1242;музика?нт;noun;Alekseev, Azayev 2019;музыкант;;;;m-u-z-i-k-'a-n-t;m-U-z-I-k-'a-n-t;;;8;8
Botlikh;botl1242;мунди?р;noun;Alekseev, Azayev 2019;мундир;;;;m-u-n-d-'i-r;m-U-n-d?-'i-r;;;6;6
Botlikh;botl1242;мушту?кI;noun;Alekseev, Azayev 2019;мундштук;;;;m-u-0-?-t-'u-k';m-U-n-?-t-'u-k;;;7;5
Botlikh;botl1242;му?шка;noun;Alekseev, Azayev 2019;мушка;;;;m-'u-?-k-a;m-'u-?-k-A;;;5;5
Botlikh;botl1242;набо?йка;noun;Alekseev, Azayev 2019;набойка;;;;n-a-b-'o-j-k-a;n-A-b-'o-j-k-A;;;7;7
Akhvakh;akhv1239;налу'ка;noun;Magomedova, Abdulayeva 2007;налог;;;;n-a-l-'u-k-a;n-A-l-'o-G-0;;;6;3
Avar;avar1256;нал?г;noun;Gimbatov 2006;налог;;;;n-a-l-'o-g;n-A-l-'o-G;;;5;5
Bagvalal;bagv1239;НАЛ?К;noun;Magomedova 2004;налог;;;;n-a-l-'o-k;n-A-l-'o-G;;;5;4
Bagvalal;bagv1239;НАЛ?КI;noun;Magomedova 2004;налог;;;;n-a-l-'o-k';n-A-l-'o-G;;;5;4
Botlikh;botl1242;нало?г;noun;Saidova, Abusov 2012;налог;;;;n-a-l-'o-?;n-A-l-'o-G;;;5;4
Godoberi;ghod1238;НАЛ?Г/У;noun;Saidova 2006;налог;;;;n-a-l-'o-?-u;n-A-l-'o-G-0;;;6;4
Karata-Tukita;kara1474;НАЛО'К;noun;Magomedova, Khalidova 2001;налог;;;;n-a-l-'o-k;n-A-l-'o-G;;;5;4
Botlikh;botl1242;направле?ни;noun;Alekseev, Azayev 2019;направление;;;;n-a-p-r-a-w-l-'e-n-i-0-0;n-A-p-r-A-v-l?-'e-n?-I-j-E;;;12;9
Botlikh;botl1242;нарза?н;noun;Alekseev, Azayev 2019;нарзан;;;;n-a-r-z-'a-n;n-A-r-z-'a-n;;;6;6
Avar;avar1256;нарк?з;noun;Gimbatov 2006;наркоз;;;;n-a-r-k-'o-z;n-A-r-k-'o-Z;;;6;6
Botlikh;botl1242;нарко?з;noun;Alekseev, Azayev 2019;наркоз;;;;n-a-r-k-'o-z;n-A-r-k-'o-Z;;;6;6
Avar;avar1256;нас?с;noun;Gimbatov 2006;насос;;;;n-a-s-'o-s;n-A-s-'o-s;;;5;5
Botlikh;botl1242;насо?с;noun;Alekseev, Azayev 2019;насос;;;;n-a-s-'o-s;n-A-s-'o-s;;;5;5
Botlikh;botl1242;нату?ра;noun;Alekseev, Azayev 2019;натура;;;;n-a-t-'u-r-a;n-A-t-'u-r-A;;;6;6
Avar;avar1256;на?шник;noun;Gimbatov 2006;наушник;;;;n-a-'u-?-n-i-k;n-A-'u-?-n?-I-k;;;7;7
Botlikh;botl1242;нау?шник;noun;Alekseev, Azayev 2019;наушник;;;;n-a-'u-?-n-i-k;n-A-'u-?-n?-I-k;;;7;7
Botlikh;botl1242;наптали?н;noun;Alekseev, Azayev 2019;нафталин;;;;n-a-p-t-a-l-'i-n;n-A-f-t-A-l?-'i-n;;;8;7
Botlikh;botl1242;нацци?зм;noun;Alekseev, Azayev 2019;нацизм;;;;n-a-ts?-'i-z-m;n-A-ts-'i-z-m;;;6;6
Botlikh;botl1242;нацци?ст;noun;Alekseev, Azayev 2019;нацист;;;;n-a-ts?-'i-s-t;n-A-ts-'i-s-t;;;6;6
Botlikh;botl1242;нача?лникI;noun;Alekseev, Azayev 2019;начальник;;;;n-a-t?-'a-l-n-i-k';n-A-t?-'a-l?-n?-I-k;;;8;7
Godoberi;ghod1238;НАЧ?ЛИКI/И;noun;Saidova 2006;начальник;;;;n-a-t?-'a-l-0-i-k?'-i;n-A-t?-'a-l?-n?-I-k-0;;;9;7
Botlikh;botl1242;нача?лникIибццуб;adj;Alekseev, Azayev 2019;начальник;-ibts?ub, APPR.CL;n-a-t?-'a-l-n-i-k'-i-b-ts?-u-b;1;n-a-t?-'a-l-n-i-k';n-A-t?-'a-l?-n?-I-k;;;8;7
Botlikh;botl1242;нача?лникIлъи;noun;Alekseev, Azayev 2019;начальник;-?i, N.DER;n-a-t?-'a-l-n-i-k'-?-i;1;n-a-t?-'a-l-n-i-k';n-A-t?-'a-l?-n?-I-k;;;8;7
Botlikh;botl1242;нача?лникIлъунлъо;noun;Alekseev, Azayev 2019;начальник;-?un?o;n-a-t?-'a-l-n-i-k'-?-u-n-?-o;1;n-a-t?-'a-l-n-i-k';n-A-t?-'a-l?-n?-I-k;;;8;7
Botlikh;botl1242;начо?с;noun;Alekseev, Azayev 2019;начёс;;;;n-a-t?-'o-s;n-A-t?-'o-s;;;5;5
Akhvakh;akhv1239;не'гра;noun;Magomedova, Abdulayeva 2007;негр;;;;n-'e-?-r-a;n?-'e-g-r-0;;;5;3
Avar;avar1256;н?гра/в;noun;Gimbatov 2006;негр;-aw, CL;n-'e-g-r-a-w;;n-'e-g-r;n?-'e-g-r;;;4;4
Bagvalal;bagv1239;Н?ГРАДУВ;noun;Magomedova 2004;негр;-aduw, CL;n-'e-?-r-a-d-u-w;1;n-'e-?-r;n?-'e-g-r;;;4;3
Bagvalal;bagv1239;Н?ГРАВ;noun;Magomedova 2004;негр;-aw, CL;n-'e-?-r-a-w;;n-'e-?-r;n?-'e-g-r;;;4;3
Botlikh;botl1242;не?грав;noun;Alekseev, Azayev 2019;негр;-aw, CL;n-'e-?-r-a-w;;n-'e-?-r;n?-'e-g-r;;;4;3
Godoberi;ghod1238;Н?ГРА/В;noun;Saidova 2006;негр;-aw, CL;n-'e-?-r-a-w;;n-'e-?-r;n?-'e-g-r;;;4;3
Karata-Tukita;kara1474;НЕ'ГРА/В;noun;Magomedova, Khalidova 2001;негр;-aw, CL;n-'e-?-r-a-w;;n-'e-?-r;n?-'e-g-r;;;4;3
Bagvalal;bagv1239;Н?ГРАДУЙ;noun;Magomedova 2004;негр;aduj, CL;n-'e-?-r-a-d-u-j;1;n-'e-?-r;n?-'e-g-r;;;4;3
Bagvalal;bagv1239;Н?ГРАЙ;noun;Magomedova 2004;негр;-aj, CL;n-'e-?-r-a-j;1;n-'e-?-r;n?-'e-g-r;;;4;3
Botlikh;botl1242;не?грай;noun;Alekseev, Azayev 2019;негр;-aj, CL;n-'e-?-r-a-j;1;n-'e-?-r;n?-'e-g-r;;;4;3
Godoberi;ghod1238;Н?ГРА/Й;noun;Saidova 2006;негр;-aj, CL;n-'e-?-r-a-j;1;n-'e-?-r;n?-'e-g-r;;;4;3
Karata-Tukita;kara1474;НЕ'ГРАЙ;noun;Magomedova, Khalidova 2001;негр;-aj, CL;n-'e-?-r-a-j;1;n-'e-?-r;n?-'e-g-r;;;4;3
Akhvakh;akhv1239;не'гро;noun;Magomedova, Abdulayeva 2007;негр;-o, PL;n-'e-?-r-o;1;n-'e-?-r;n?-'e-g-r;;;4;3
